ID Year,Year,ID State,State,ID Workforce Status,Workforce Status,ID Detailed Occupation,Detailed Occupation,Average Wage,Average Wage Appx MOE,Latitude,Longitude
2019,2019,04000US48,Texas,True,True,352010,Cooks,17952.688897847656,853.42992836703,31.054487,-97.563461
2019,2019,04000US49,Utah,True,True,352010,Cooks,15612.399607011735,2369.267829759676,40.150032,-111.862434
2019,2019,04000US50,Vermont,True,True,352010,Cooks,21272.31549173194,5360.960763939651,44.045876,-72.710686
2019,2019,04000US51,Virginia,True,True,352010,Cooks,18987.05775807473,2044.60843051711,37.769337,-78.169968
2019,2019,04000US53,Washington,True,True,352010,Cooks,22031.95343650073,2384.143701918732,47.400902,-121.490494
2019,2019,04000US54,West Virginia,True,True,352010,Cooks,16106.31414654226,2076.374352867913,38.491226,-80.954454
2019,2019,04000US55,Wisconsin,True,True,352010,Cooks,17243.475242664288,1596.4280129137458,44.268543,-89.616508
2019,2019,04000US56,Wyoming,True,True,352010,Cooks,17757.196110881257,4380.653107541737,42.755966,-107.30249
2019,2019,04000US72,Puerto Rico,True,True,352010,Cooks,12706.335881144603,2686.9530468266994,,
2018,2018,04000US01,Alabama,True,True,352010,Cooks,14138.667034370646,1919.555443314352,32.806671,-86.79113
2018,2018,04000US02,Alaska,True,True,352010,Cooks,20783.19351745301,6156.547622514138,61.370716,-152.404419
2018,2018,04000US04,Arizona,True,True,352010,Cooks,17731.862432173635,1570.179393359981,33.729759,-111.431221
2018,2018,04000US05,Arkansas,True,True,352010,Cooks,14385.36320284389,1735.922455695701,34.969704,-92.373123
2018,2018,04000US06,California,True,True,352010,Cooks,21833.880619293013,1069.1885140120753,36.116203,-119.681564
2018,2018,04000US08,Colorado,True,True,352010,Cooks,19176.65237795733,2577.541205367179,39.059811,-105.311104
2018,2018,04000US09,Connecticut,True,True,352010,Cooks,24289.07653622505,3737.752197031005,41.597782,-72.755371
2018,2018,04000US10,Delaware,True,True,352010,Cooks,17472.09095468985,3892.768036829828,39.318523,-75.507141
2018,2018,04000US11,District of Columbia,True,True,352010,Cooks,25564.02697235334,16481.108318643677,,
2018,2018,04000US12,Florida,True,True,352010,Cooks,19582.194285797967,1312.7190428180816,27.766279,-81.686783
2018,2018,04000US13,Georgia,True,True,352010,Cooks,16051.6321536475,1350.374903700081,33.040619,-83.643074
2018,2018,04000US15,Hawaii,True,True,352010,Cooks,26273.39001138304,3576.2908296367614,21.094318,-157.498337
2018,2018,04000US16,Idaho,True,True,352010,Cooks,14393.003437578604,4140.371497916759,44.240459,-114.478828
2018,2018,04000US17,Illinois,True,True,352010,Cooks,19199.41607212692,1697.3961235232575,40.349457,-88.986137
2018,2018,04000US18,Indiana,True,True,352010,Cooks,15316.28109325417,2481.682192376584,39.849426,-86.258278
2018,2018,04000US19,Iowa,True,True,352010,Cooks,16343.772098018935,2868.9551996989485,42.011539,-93.210526
2018,2018,04000US20,Kansas,True,True,352010,Cooks,15927.01722727077,2120.8294046413557,38.5266,-96.726486
2018,2018,04000US21,Kentucky,True,True,352010,Cooks,14474.090999823871,1934.8928648505523,37.66814,-84.670067
2018,2018,04000US22,Louisiana,True,True,352010,Cooks,16767.82448156257,2139.0905753027723,31.169546,-91.867805
2018,2018,04000US23,Maine,True,True,352010,Cooks,16496.770931011386,2766.484868332931,44.693947,-69.381927
2018,2018,04000US24,Maryland,True,True,352010,Cooks,20635.017042048472,2534.43460928196,39.063946,-76.802101
2018,2018,04000US25,Massachusetts,True,True,352010,Cooks,23438.49335525723,2544.9113855000787,42.230171,-71.530106
2018,2018,04000US26,Michigan,True,True,352010,Cooks,15195.955623512482,1223.6820531709484,43.326618,-84.536095
2018,2018,04000US27,Minnesota,True,True,352010,Cooks,17547.661793738836,2150.390632731617,45.694454,-93.900192
2018,2018,04000US28,Mississippi,True,True,352010,Cooks,14268.740450683414,1994.19278388654,32.741646,-89.678696
2018,2018,04000US29,Missouri,True,True,352010,Cooks,15704.482696922494,1879.888986767448,38.456085,-92.288368
2018,2018,04000US30,Montana,True,True,352010,Cooks,16269.101772441396,2987.6878125584185,46.921925,-110.454353
2018,2018,04000US31,Nebraska,True,True,352010,Cooks,14679.208676354783,2258.211500464144,41.12537,-98.268082
2018,2018,04000US32,Nevada,True,True,352010,Cooks,25045.207542228625,3125.031905418034,38.313515,-117.055374
2018,2018,04000US33,New Hampshire,True,True,352010,Cooks,18692.040100882725,4554.051992263522,43.452492,-71.563896
2018,2018,04000US34,New Jersey,True,True,352010,Cooks,21851.413817759305,1720.738302994841,40.298904,-74.521011
2018,2018,04000US35,New Mexico,True,True,352010,Cooks,16497.14861733354,2228.607085550603,34.840515,-106.248482
2018,2018,04000US36,New York,True,True,352010,Cooks,22051.01419723598,1364.5295489864131,42.165726,-74.948051
2018,2018,04000US37,North Carolina,True,True,352010,Cooks,16619.52708509119,1822.626520600072,35.630066,-79.806419
2018,2018,04000US38,North Dakota,True,True,352010,Cooks,20661.37616677038,4150.791151890807,47.528912,-99.784012
2018,2018,04000US39,Ohio,True,True,352010,Cooks,15269.507047606274,1400.8056864662751,40.388783,-82.764915
2018,2018,04000US40,Oklahoma,True,True,352010,Cooks,16517.134323795548,3259.37968815596,35.565342,-96.928917
